full_text;labels
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai evakuasi warga polri instansi terkait telah mendirikan posko;2
pemerintah pusat ambil alih penanganan banjir jakarta;0
innalillahi asli keinget banget abang sekeluarga pindah bekasi rumah beli kena banjir lantai ponakan umur nahan dingin keluarga abang bertahan genteng semaleman nunggu bantuan dateng;0
berdasarkan rtrw kabupaten bogor bangunan rencana pengandalian banjir bendung koja gunung putri bendungan cibongas babakan madang bendungan citaringgul babakan madang sumur resapan dangkal amp kolam resapan biopori kolam retensi dll;1
banjir jakarta pengalihan isu pemerintah turunkan bbm;0
name;0
kesimpulannya pemerintah pusat menteri walikota depok bogor salah amp sumber banjir jkt sbg korban hulu isi otak anislah yg amp tidak bersalah maksudnya saudara kadrunlah sbg saksinya kebenaran;0
biawak dungu sudah bolak jokowi urusan banjir jakarta kewenangan pemerintah pusat;0
banjir jl gunuk pejaten timur pasar minggu jaksel selasa maret;1
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan kepungan banjir meter evakuasi;1
berfungsikah ngejabat gubernur jabar digadang mengatasi banjir bekasi lho;0
viral banjir bekasi mencapai ketinggian meter linknya;1
salut banget polri yg sigap bantu korban banjir bekasi depok link;2
rakyatnya tinggalin biarin rakyat atap genteng berjibaku banjir lumpur eehh pemimpin keluarga nyaman kasur empuk bersih nyaman fasilitas bintang walikota bekasi duh;0
ironis labuan bajo flores skrg masuk dlm daftar kota banjir indonesia spt jakarta padalah tidak gara ulah luhutpanjaitan kroni yg alihfungsi ha hutanbowosie puncak kota utk bikin resort;0
perkembangan situasi penanganan bencana maret banjir rabu banjirjabodetabek banjirbekasi bnpb bencanaalam evakuasi situasiterkinibencana beritanasional;1
pemerintah penduduk jakarta keras tidak bencana terulang tidak jutaan orang pindah ibukota kalimantan banjir jakartabanjir sumber;0
petugas dinas perhubungan satpol pp polres metro bekasi kota laporan air jatuh pads area banjir tidak bisa wali kota bekasi tim bpbd kota bekasi;2
singapura air tidak johor malaysia bang jakarta air jawa barat gada tangerang tangsel tidak banjir kiriman jakarta;1
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai evakuasi warga waspadahadapibencana;2
warga jatimulya kali selamat banjir;1
sebenernya warga bekasi yg sadar emang perumahannya banjir tapi gapernah separah hulunyapun bogor sudah sampe tahap longsor;0
jakarta disebutsebut tidak cocok wilayah kota janganjangan bekasi tidak cocok kota pinterpolitik beritapolitik beritapolitikterkini politikindonesia infografis banjir bekasi sejarahbekasi belanda tarumanegara banjirbekasi;0
gakuat liat komen tiktok ttg banjir bekasi wkwk;1
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai evakuasi warga polri instansi terkait telah mendirikan posko;2
alam sedang menyeimbangkan jangan jangan alam kodrat aslinya banjir jakarta bekasi tangerang bergantung curah hujan bogor sampe th akan konsisten;0
pertandingan persija jakarta vs psis semarang ditunda banjir akan digelar stadion indomilk arena malam;1
pengungsi akibat banjir wilayah kecamatan jagakarsa pasar minggu tertangani pemerintah jaksel;2
guys urgent rumah daerahnya kena bencana banjir daerah jakarta please let me know temanteman ku kirim bantuan thank youu;1
pilar turun langsung pemkot tangsel percepat penanganan banjir pompa tambahan;2
banjir ni jakarta gara gara anis;0
info utk bekasi utara meliputi ya yg banjir daerah babelan dpn kelurahan kena banjir;1
bekasi b banjir bangkek;1
jakarta banjir salah bukan cuman gubernurnya tapi salah pemerintah yant kendati tdk pencegahan gotongroyong;0
alokasi dana terduga banjir sudah digelontorkan rp miliar pemerintah kota bekasi;2
maret hujan turun mengguyur jakarta tangerang bekasi depok bogor jabodetabek banjir merendam jalan pemukiman pusat perbelanjaan longsor bogor merusak pemukiman jembatan;1
antisipasi banjir susulan jabodetabek modifikasi cuaca bogor maret;1
vokal internet tidak semasif pemkot bekasi pemprov jabar dongo banjir tahunan bisa bahan diskusi forum tapi tidak tau dibahas engga ajak pemkot bogor;0
masya allah anak santriwatiku berjibaku menghadapi banjir ramadhan kebaikan mari bantu sayangi saudara kebanjiran lihat perhatikan lingkungan terdekat belum selesai kebanjiran bensin oplosan banjir banjirbekasi;1
pemerintah mengapresiasi inisiatif cepat tanggap gojek membantu penanganan bencana banjir jakarta;2
polisi hadir rakyat bantuan evakuasi korban banjir bekasi patut diapresiasi sobatpresisiid sobathikmahpresisi;2
kerja nyata polri bantu korban banjir bekasi bikin hormat banget prestasi yg layak diapresiasi;2
banjir kiriman dr katulampabogor nder;1
kanim bekasi aman daerah banjir tpi jalanan lancar koq;1
banjir akan mudah diatasi presiden tapi ngurus wilayah puncak bogor tidak beres;0
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan kepungan banjir meter;2
dibangun bendungan kering pengendali banjir hulu sungai ciliwung air bah bopuncurbogor puncak cianjur bisa ditampung dilepas sungai ciliwung air bah tidak langsung diglontorkan jabodetabek kemaren mencegah banjir;1
nyalahin gubernurpresiden pemda benerin kualitas hidup nyampah sembarangan gausah bacot anjing kasian korban banjir jabodetabek sibuk nyalahin pemerintah hidup sampah menbanjirjakarta prayforjakarta hujanlagi;0
banjir bandang melanda puncak bogor analisis solusi pakar hidrologi;1
natal oikumene karolin ajak masyarakat doakan korban banjir jawa pemkablandak kabupatenlandak landakhebat nataloikumenelandak banjirjabodetabek;1
kondisi banjir bekasi memprihatinkan semoga pemerintah bisa fokus mengerahkan sumber daya membantu warga terdampak masyarakat bisa membantu dukungan moral bantuan;2
semoga cepat reda banjir mendoakan allah warga amp pemerintah jakarta kesabaran pengganti hartanya hilang amin ustadz muflih safitra bpn;1
iya mending ngak dateng biar warga bekasi bencana banjir ngapain dibantu pemerintah;0
mengandalkan pembangunan waduk puncak pemerintah pusat pengendalian banjir jakarta kayaknya apbd dki kedepannya tidak dipakai normalisasi sungai aneh;0
polres bogor tim gabungan bantu korban bencana banjir kecamatan cisarua si dokkes polres bogor pelayanan pengobatan gratis korban banjir polwan polres bogor lakukan kegiatan trauma healing;2
rano karno pemerintah provinsi pemprov dki jakarta telah bergerak cepat mendistribusikan bantuan warga terdampak banjir;2
warga jatiasih menduga banjir akibat tanggul sungai cikeas tidak menampung volume air kiriman bogor;1
salut polri sukses bantu banjir bekasi semoga cepat teratasi;2
gubernur jawa barat dedi mulyadi tegur istri wali kota bekasi memilih mengungsi hotel kediamannya terdampak banjir luapan sungai bekasi dedimulyadi banjirbekasi bekasi;0
gadis kerasukan kejadian banjir kemarin gunung mas puncak bogor vtt didah faridah wife ismet;1
moots yg rumah depok kena banjir banjir daerah yaa niat bukber depok takut banjir;0
pemerintah kota dpt mengirimkan truck sampah utk mengangkut sampah banjir komplek puri kartika dibiarkan banjir melanda aksi;2
rumput renovasi jakarta kena banjir;1
maret ramadhan bekasi kota kabupaten mengalami banjir aktivitas lumpuh hisab berat pemerintah daerah pusat;0
jajaran personel polri evakuasi masyarakat terdampak banjir kecamatan pesanggarahan jakarta selatan ketinggian banjir mencapai meter mengharuskan masyarakat lantai rumahnya kepolisian bergerak cepat mengevakuasi;2
banjir gede jakarta bekasi tapi presiden harehare ajah bikin acara bukber minimal kek gtu;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai polri siaga pertolongan imbauan waspadahadapibencana;2
makasih polri aksi cepatnya bantu korban banjir bekasi depok inspirasi banget;2
polsek bekasi utara yayasan peduli kasih marga mulya bantuan logistik warga korban banjir polsek bekasi utara pucung yayasan peduli kasih laksanakan penyerahan amp penyaluran bantuan amp evakuasi warga korban banjir kp lebak polisibaik;2
dapur lapangan polri udah penyelamat keluarga bekasi kena banjir hebat banget polri lanjutkan kerja;2
banjir gini bekasijakarta bilang tidak kerumah ya banjir parah;1
belum cerita bekasi banjir bandang malam nnya tidak gemes;1
banjir jakarta isu berulang dibutuhkan solusi jangka bukan jangka pendek pintu air manggarai mengumpulkan wali kota jakarta dinas terkait arahan beban banjir jakarta timur;0
kota bekasi kotanya nempel jakarta peta sekolah numpang sudah numpang kena banjir lengkap sudah penderitaan gimana walikota semoga cepat ditangani;0
pemerintah fokus mengurangi banjir macet jakarta ketimbang memikirkan kota;0
doa sahur khusus sahabat jabodetabek bekasi yg korban banjir semoga air surut tidak korban jiwa kerugian bisa diminimalisir support pemerintah relawan lancar bantuan yg warga;1
jakarta banjir jokowi salahkan pemerintah pusat;0
pemerintah kota bekasi jawa barat mencatat sembilan orang tewas terserang penyakit banjir pascabanjir;1
ojek gerobak laris manis banjir jalan gabus raya bekasi;1
penanganan pencegahan banjir butuh sinergi erat pemerintah pusat daerah presiden joko widodo mengajak pemangku kepentingan evaluasi pengendalian banjir bencana via;2
ayo bacin dengerin junjungan banjir kewenangan pemerintah pusat bukan pemprov salah alamat bully bully tahunbaruutanglagi;0
polri hebat langsung turun tangan bantu masyarakat terdampak banjir bekasi amp depok terima kasih;2
gubernur dki jakarta anies baswedan pemerintah dki jakarta meniadakan ganjil genap kamis besok akibat banjir melanda jakarta;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai;2
mempercepat surutnya genangan banjir pompa mobile rumah pompa polder dioperasikan optimal pembukaan pintu air titik mengurangi volume air pemantauan penanganan langsung lokasi terdampak dkijakarta pengendalianbanjir;2
setujuu sii org jakarta liat jalanan banjir kaki langsung war wer wor rame nyalahin gubernur;0
new post jakarta banjir eko patrio pemerintah menyalahkan;0
banjir jakarta kiriman bogor kiriman langit kiriman tuhan gubernur wkl gubernur prematur tidak becus kerja tidak urus jakarta makan gaji buta;0
dah buset warga bekasi meneng bae kaya ayam sayur kali dpt siklus banjir parah dimari mah sudah vokal emng gubernur jabar sm walkot bekasi pd budeg;0
banjir bukan jakarta tapi jawa barat terdampak bencana alam pemerintah apresiasi karna sudah menangani bukan salahkan;0
pembual esemka yg bisa atasi banjir jakarta mjd presiden priode;0
nyalon ampe bela belain tinggal drumah warga pas giliran warganya kebanjiran e nginep dihotel pas viral alasannya ya sosok istri walikota bekasi pamer hotel berbintang banjir;0
jakarta banjir jangan sepenuhnya nyalahin pemerintah coba warganya udah tertib lingkungan belom lingkungan bareng jaga tidak bisa niesmundurlah;0
kudos to polri yg udah relawan banget bantu korban banjir bekasi depok solidaritasnya bikin salut semangat bantu ya;2
tidak ad gubernur pas kampanye ilangin banjir warga jakarta jgn buang sampah sembarangan lgpula yg berhak atur sistem tata kota kebijakan amdal izin imb pemerintah;0
setuju masnya tulisan keenam sedang menuntut pemerintah peduli iklim yg kritik dlm konteks banjir jakarta kekecilan marah anies banjir jakarta marah sm anies jokowi yg byk;0
bekasi banjir tanggul jakarta jebolkemarin yg koar ikn bacotnya dimanabacotnya disimpan matanya micek banjir bekasibegitulah manusia nunggu allah yg bertindak sadar menyadarkan manusia musibah;0
stay safe temen temen yg bekasi bogor daerah terdampak banjir;1
kemensos salurkan bantuan korban banjir jakarta;2
pengajuan anggaran korelasi statemen wewenang pemerintah pusat m terserap m m formulae kondisi jakarta yg rawan banjir terserap naturalisasi km selesai km;0
sidoarjo bekasi kah kena banjir nggk bookmailku nyangkut disana;1
akan publik anies penanganan banjir reda lem aibon hoax tapi diblow up penanggulangan banjir pembuatan bendungan depok bogor kewajiban pemerintah pusat periode jabatan presiden tuntas;0
wakil gubernur dki jakarta didampingi plt wali kota jakarta timur kepala dinas sosial dki jakarta meninjau langsung penyaluran bantuan warga terdampak banjir akibat meluapnya aliran sungai ciliwung jakarta timur senin;2
sedih banget karna tinggal perbatasan bekasi amp bogor sebenernya daerah kanan kiri ku kena banjir parah daerahdaerah tinggal sudah masuk berita karna banjir temenku yg korban;0
bru engh depok yg banjir beneraan hujan smlm tidak sudah sudah;1
kepikiran banget do bogor deres hujannya air kirimannya banjir;1
emang banjir didiemin bae kah co buset jam aer geneng pemkot lurah camat kaga marih ngasi bantuan gitu et bekasi banjir;0
banjir perumahan kemang bekasi lbh parah keluarga isteri suami anak pejabat mengungsi hotel rakyat yg bayar pajak kelelep mati kebanjiran;0
intropeksi gausah menyudutkan pemerintah iya opini benarnya dana apbd pemprov kemana tapi tuhan sudah mentakdirkan banjir gede system pencegahan kaya apapun gaakan ngaruh banjirjakarta banjirjakarta;0
menko bidang pemberdayaan manusia kebudayaan pratikno sudah berkoordinasi bnpb lembaga terkait penanganan bencana banjir banten jakarta jawa barat banjir infobanjir banjirjakarta evakuasibanjir;2
bersimpati duka banjir bekasi jakarta depok bogor semoga kemudahan kesabaran melewati sulit;1
sodara korban banjir bekasi;1
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan kepungan banjir meter evakuasi menggunaka;2
bukan banjir kawasan puncak bogor sorotan khusus bupati rudy susmanto anggaran pemkab bantuan korban bencana;0
wag organisasi ribut pemerintah yg salah me ngebacot mending buka posko jakarta kota terdampak banjir tidak bisa manusia kali tidak soksokan ngomong perjuangan rakyat taik kucing;0
kasihan ya nyalahin warga jakarta pemerintah banjir;0
kemensos salurkan bantuan korban banjir jakarta;2
banjir melanda wilayah kabupaten bogor jawa barat dipicu curah hujan senin pagi kawasan puncak langganan banjir longsor bahasperistiwa adadikompas;1
ya kemana air banjir hujan dr bogor mengalir yg banjir tahunan sbg org kabupaten bekasi emg udah kena banjir emg udah mengkulturkan yauda emang wayahnya banjir tahunan;0
banjir jakarta bukan salahnya pemerintah masyarakat andil tapi;0
suaranya dibilang ahli tata kotalihat hasil kerjamu milmana suara si lihat hasil kerjamu jakarta n ri wisemoga maha kuasa balasan yg setimpal kebijakan yg banjir;0
ngga sentil banjir jakarta;1
gais mohon maff knp grgr banjir pd nyalahin pemerintah jakarta banjir bukan jakarta doang tapi jabodetabek;1
menteri pkp maruarar sirait tinjau lokasi koordinasi penanganan banjir bekasi;2
sudah menyikapi permasalahan banjir jakarta menyingkirkan ego pemerintah daerah terlibat komando pusat membela kerja pakbu politik;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai polri siaga pertolongan imbauan waspadahadapibencana;2
banjir jakarta rt terendam ribuan warga mengungsi;1
banjir dki tgl jan kemarin hujan loksal wiljadetabek orang bego bisa terbahak tguppanis hujan lokal dki pemerintah pusat tangkap air bogormumet;0
soalan banjir jakarta tidak akan ditangani pemerintah daerah peran warga membantuya bbrpnya menjaga saluran air sampah tidak buang sampah sembarangan tangkap air;0
tangkapan air bukan solusi ajaib bekasi banjir kombinasi sedimentasi pemukiman bantaran perencanaan tata ruang payah china ngatasin banjir sungai kuning pake sistem sponge city yg integrasikan pembangunankonservasi bukan reboisasi hulu;0
adakah bisa foto video posko pengungsian banjir bekasi;1
pkb desak pemerintah dki jakarta terbitkan status darurat bencana banjir banjir pkbday;0
bantuan air bersih pasca banjir pemerintah bekasi lokasi pondok afi babelan distribusiairbersih pascabanjir bekasihits bekasikeren babelanhits infobekasi infobekasiterbaru;1
ngeri bener bekasi dah mah lg musibah banjir begal;1
eh jangan ding tidak lg yg sewotin kerja pemkot pas banjir;0
kering kerontang tidak sedia payung banjir wara wiri heran dgn pemerintah jakarta taw taw akn memasuki musim penghujan asyik liburan;0
ya allah stay safe warga bekasi jujur kali deket rumah udah takut banget setakut banjir;1
sabarnya jokowi jokowi sudah bolak banjir jakarta kewenangan pemerintah pusat;1
jaman presiden pks hidayat nw goreng ikan tenda pengungsian banjir jakartahasilnya pileg pks dapat kursi;0
info alun alun rsud banjir tidak ya;1
here we go again bangun gubernur jakarta banjir p dapse;0
ngeliat berita sebisa pemerintah udah mengupayakan usaha biar banjir jakarta cepet surut;0
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan kepungan banjir meter evakuasi;2
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai;2
kerawang bekasi banjir lihat video planet koi tiktok;1
keluarga rsu pengayoman cipinang kanwil ditjenpas daerah khusus jakarta duka cita mendalam belasungkawa musibah banjir lapas bapas cikarang humasrsupc;1
fpi tidak butuh ijin pemerintah fpi umat kepentingan umat rakyat indonesia cebong sentimen fpi nyebur banjir jakarta biar puas berenang;0
mantengin tv liat berita banjir jabodetabek pindah channel belum liat wartawan yg meliput wawancara pimpinan daerah terdampak kayak gubernur dki walikota bekasi;0
bikin bangunan bekasi kayaknya musti dicek banget hubungan pengembang pemkot kayak gampang banget bikin mall apart banjir terparah bekasi stay strong bekasi;0
banjir bandang saksi pengorbanan cinta asep banjir puncak bogor jawa barat membawa duka pria bernama asep mulyana ditemukan tewas terseret banjir minggu;1
pemerintah kota bekasi intens komunikasi koordinasi deputi bidang penanganan darurat bnpb terkait penanganan korban terdampak bencana banjir melanda wilayah kota bekasi fokus penanganan delapan titik meliputi kecamatan bekasi selatan;2
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai evakuasi warga polri instansi terkait telah;2
urus tu hutan dikit banjir bekasi belum yg akan hutannya dibabat;0
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai waspadahadapibencana;2
maaf yg membutuhkan evac banjir nomer hotline rescue basarnas perum villa nusa indah bekasi jatiasih gt erdi perum villa nusa indah raya bojong kulur no blok l bojong kulur kec gn putri kabupaten bogor gt sahat;1
dear lanjutkan balapannya jakarta banjir telah bisa diatasi berkat kerjasama yg jajaran pemerintah masyarakat beriman balapan jakarta akan baikbaik terima kasih;0
jakarta tidak bisa pisah banjir parah banjir tidak yg yg program pemerintah daerahyg pimpin gubernur ahok bener mengurangi banjir tapi gubernur becus;0
jakarta dikepung banjir cm rt jalan terendam bpbd jakarta warga waspada;1
jakarta banjir parah kaya bekasi skrg gubernurnya udah habis dicecer what they deserved tapi banjir parah bekasi walkot gubernur santai makan gaji buta pekerjaan enak walikota bekasi amp gubernur jawa barat warganya sabar;0
walikotanya teleconference rumah beliau bekasi utara aman bekasi selatan parah banjirnya pinggir kali gabisa masuk kantor karna banjir udah masuk pusat kota bantuan pempus pemprov jalan susah;0
lokasi banjir jakarta ketinggian air rt terdampak sumber kompas;1
pengen gitu ngeliat breakthrough pemerintah jakarta penanganan fenomena banjir;0
rame bahas banjir jakarta amp sibuk nyalahin coba dtg d t kapuas hulu yg banjir smpai berbulan tidak prnah ngeluh nyalahin pemerintah yg krna alam tlh berbicara tdk akn ad yg bisa mencegahnya;0
banjir bekasi anggota komisi v fraksi pkb pemerintah selesaikan sodetan kali;0
memantau kondisi banjir jakarta alhamdulillah hasil pantauan jakarta memasuki siaga air manggarai mencapai m sudah menurun m pemerintah jakarta aktif membantu warga membersihkan lingkungan dapat;2
pemprov penyebab rawa buaya kebanjiran tanggulnya bukan beton buatan pemerintah banjir banjirjakarta banjirjakarta banjirjabodetabek banjir;0
langkah bhayangkara gentar menghadapi tantangan polri hadir melindungi membawa aman masyarakat penanganan banjir wilayah bekasi depok pesanggrahan waspadahadapibencana;2
jabodetabek terendam ribuan warga mengungsi banjir maret melanda jakarta bogor depok bekasi tangerang menyebabkan ribuan warga terdampak mengungsi jakarta warga mengungsi akibat luapan kali ciliwung bogor jiwa terdampak;1
curah hujan terbesar lelah blusukan membantu warga yg terkena musibah tidak rekayasa utk presiden banjir bisa diselesaikan pemerintah pusat jejakdigital cc;0
makasih doa nyaa doain wilayah bekasi bogor surut hujan reda berhenti beneran banjir dimana sedih jg menyangsikan langsung rumah warga kerendam banjir;1
polri gerak cepat penanganan banjir bekasi depok;2
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai waspadahadapibencana;2
ah udah kena kiriman banjir bogor gweh waswas banget tai;1
nyalahin hujannya nyalahin pemerintah pusatkalau pinteer kerja bisa mengurangi banjirini jakarta klelepmakanya jangan retorika nieskick niessavewarga;0
kiri banjir karna ujan lebat seharian jernih kanan banjir karna kiriman bogor isinya lumpur bukan karna kiriman rumah tidak lumpuran sampe bogor tolong ganti sebutannya jangan kota ujan nama doa bjir nyusahin warga bekasi;0
terima kasih polri sudah sigap membantu warga korban banjir bekasi depok aksimu benarbenar manfaatnya;2
mkst udah terbiasa liat banjir dayeuhkolot banjir banjir bansel banjir bekasi ngeri amnjirt banget takut;1
petugas gabungan warga berhasil temukan balita berusia berinisial aa hanyut terbawa arus banjir jalan j gang perintis rt kel kebon kec tebet jakarta selatan ditemukan balita sudah kondisi md;2
banjir tidak mudah tapi polri bantu atasi dgn bikin dapur lapangan solusi nyata utk warga bekasi lihat bergerak;2
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai;2
menteri pkp berkoordinasi bnpb pemkot terkait penanganan bencana banjir bekasi;2
pramonorano gubernurwagub terpilih jakarta banteng tidak bisa atasi banjir si bungul salahkan jokowi bgmn jokowi presiden bisa atasi banjir jakarta si mulut gubernur giveaway bilang bisa atasi banjir jakarta amp sialnya warga;0
banjir macet jakarta mudah diatasi anak jokowi presiden wakil bersabarlah;0
pemerintah bantuan korban banjir menerjang daerah jawa barat banten dki jakarta;2
respect polri aksi nyata dirikan dapur lapangan utk korban banjir semoga meringankan beban sodara bekasi kuat link;2
life after banjir capek anjir bersihin rumah sisa sisa lumpur udah kek seninkamis nafasnya badannya udah kayak rontok tulangnya;1
andai pemerintah dki jakarta datangnya musim hujan mgkin tdk separah banjir dki andai anggaran penanggulangan banjir tdk disunat m dikerahkan membersihkan gorong gorong parit jakarta hujan mgkin banjir tidak separah;0
x cod sm org bekasi mobil pd bekas banjir jir;1
info nyumbangin baju layak pakai daerah banjir bekasi tidak ya bajuku lumayan numpuk bisa berguna yg;1
pemerintah fokus penanggulangan banjir d prov jabar kab bogor dananya tdk kota yg itupun pemerintah cerdas tanggap bgaiman dgn dpr desak pemerintah utk menormalisasi wil prov jabar;0
salut polri yg sigap bantu evakuasi korban banjir bekasi amp depok linknya;2
depok mengalami banjir meter perumahan sawangan merendam rumah tangerang selatan rumah terdampak bekasi warga mengungsi akibat luapan kali bekasi banjir merusak fasilitas mengganggu aktivitas masyarakat;1
rispek pemkab bekasi responsif tanggap masukan modal bagus bikin perbaikan penanganan banjir tata ruang;2
bekasi udah niat mindahin mobil biar tidak kena banjir kelelep cui wkwkwkwkw kasian coo;0
mulyono bisa tidak hentikan banjir indonesia diangkat sekjen pbb;0
intinya gini jakarta mo bebas banjir yg normalisasi sungai hunian yg tanah pemerintah daerah aliran sungai direlokasi ketempat;0
infosonora info pengungsi banjir maret sd pk kelpengadegan rusunawa pengadegan jw gor pengadegan jiwa ktr kecamatan jiwa yayasan lia jiwa townhouse pengadegan jiwa sd pengadegan jiwa via;2
iya parah banget bogor banjir bekasi dataran rendah;1
berterima kasih sekelas presiden turun tangan ngurusin banjir kerja presiden berat bukan jakarta diurusin skrg gubernur kooperatif tidak dgn pemerintah pusat anggaran banjir jgn dipotong dunk;0
ntah tolol lupa pikun akibat penuaan walikota solo bilang gini banjir macet jakarta tidak susah banget dah gub jkt banjir n macet hny bs d atasi presidenstelah presidenhasu plus pemujanya;0
gubernur dki jakarta pramono anung memantau situasi banjir kiriman melanda wilayah jakarta bacadibj beritajakarta dkijakarta jaki welovejakarta;1
pkb desak pemerintah dki jakarta terbitkan status darurat bencana banjir;0
dewan perwakilan rakyat daerah dki jakarta menginisiasi pertemuan pemerintah pusat daerah penanggulangan banjir wilayah jabodetabek;2
otak kopong diajak debat pake dalil ayat muter ya diajak debat pake data ngalor ngidul politikus kotor kaya lihat jakarta banjir tidak koar tidak anies bencinya;0
salut polri yg sigap banget dirikan dapur lapangan jam bantu banget korban banjir pondok gede permai bekasi lanjutkan aksi kemanusiaannya;2
wali kota depok kerugian akibat banjir rp miliar pemerintah kota de;0
bocah berusia jakarta selatan hanyut terbawa arus banjir bocah berusia jakartaselatan hanyut terbawa arus banjir;1
for sale kavling at kapuk kamal raya jakarta barat luas m meter shm hok full pager keliling lokasi akses truk kontener feet cocok gudang workshop jalan sudah full cor bebas banjir akses toll cm km lebar muka meter harga jtm nego;1
min pgc cililitan mall kelapa gading bisa tidak beroperasi tidak banjir;1
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai;2
partai anak muda tolol bunyi banjir jakarta belum dapat info banjir kelapa gading ya mode silent;0
si anjr pp bekasidepok kondisi banjir;1
banjir jakarta ngungsi nginep hotel tapi tidak karyawan kantor yg rumahnya kebanjiran diinepin hotel perusahaan bisa ditiru perusahaan yg karyawannya kena musibah banjir bekasi jabodetabek;0
bekasi tidak banjir macet ampun an;1
banjir jakarta surut rt pulih warga bersihkan sisa material;1
banjir jakarta hasil perpaduan org yg suka buang sampah sungaikbijakan pemkot jkt yg kurang tegasdaerah resapan air jdi dikit gara dibangun gdung bertingkatazab allah krena indoxxi diblokir pemerintah;0
bogor kena longsor banjir;1
depok gampang banjir mending bandung mileanya bisa kayaknya mah mangkanya lamain promosinya;0
mas anis jakarta banjir;1
yg menyababkan banjir bandang jakarta kiriman air hujan akibat berobahnya ekosistem lahan hutan bogor jabar kerja pemda dki dgn jabar diambik alih pemerintah pusat utk kembalikan fungsi lahan hutan;0
mobil terendam banjir mal mega bekasi pemilik mobil pasrah kendaraannya atapnya;1
gabus beks banjirmati lampu;1
banjir jakarta bisa dihindari antisipasi meminimalisir dampaknya memperlebar normalisasi sungai pengerukan kali menghilangkan sampah cemaran kali memperbesar kalen saluran air membuang sampah endapannya;2
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan kepungan banjir meter evakuasi;2
namanya daur air air yg tidak terserap air limpasanmasuk sungai yg terserap air tanah air tidak kayak air bah bogor puncak fungsi sbg kawasan lindung air yes bisa mengurangi banjir bah macem kemarin;1
maaf bisa like n retweet editan sedih wonwoo nonton bisa banjir jakarta;1
hujan tapi daerah atasnya bogor hujan deres an banjir air kiriman bogor daerah puncak bogor habis banjir bandang;1
warga bekasi korban banjir dapat kucuran dana pakai rp miliar pemerintah;2
pemerintah dki jakarta dinas kesehatan dki jakarta mensiagakan posko kesehatan jam daerah terdampak banjir salah satunya kampung pulo bidara cina kampung melayu jatinegara jakarta timur;2
alah bacot pemerintah pusat tidak ambil alih penanganan banjir jakarta puluh orang kehilangan nyawa warga kehilangan harta benda emang banci kaleng tidak biji ngaku tidak becus;0
disuruh lanjutin normalisasi bikin naturalisasipembebasan lahannya mandek banjir jakarta prioritasbukan dana pangkas jokowi lewa pemerintah pusat mempercepat pembangunan waduk si anies cari elektabilitas diluar jalan pas banjir moment foto la;0
kayaknya kiriman air dr bogor daerah jakarta amp tangerang kena sotoynya jalur air jakarta amp tangerang dilarikan bekasi yg bikin banjir bekasi parah;0
presiden banjir jakarta tuntas buzerrp tolol kebencian mu;0
jakarta banjir warga sibuk menyalahkan pemerintah seharus bersyukur deberi peringatan yg murka allah jakart olah pendosa dosa meraja rela;0
masukkan pemerintah kota jakarta bogor lakukan cepat konsisten tidak analisa kasihan warga yg korban banjir pejabat mah aman kering rumahnya;0
menko pmk pratikno pemprov jakarta bantu penanganan banjir bekasi;2
